Entity	Code	Year	Homicide rate per 100,000 population - Both sexes - All ages
Denmark	DNK	2012	0.83914196
Denmark	DNK	2013	0.853275
Denmark	DNK	2014	1.3095833
Denmark	DNK	2015	1.0919731
Finland	FIN	2010	2.2001498
Finland	FIN	2011	2.041511
Finland	FIN	2012	1.6439292
Finland	FIN	2013	1.6363689
Finland	FIN	2014	1.6112968
Finland	FIN	2015	1.4964975
